COUNTRY ISO2 CODE,SWIFT CODE,CODE TYPE,NAME,ADDRESS,TOWN NAME,COUNTRY NAME,TIME ZONE
PL,PTFIPLP1XXX,BIC11,PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA,"UL GROJECKA 5  WARSZAWA, MAZOWIECKIE, 02-019",WARSZAWA,POLAND,Europe/Warsaw
AL,PUPPALTRXXX,BIC11,BANKA OTP ALBANIA SH.A.,"TWIN TOWERS 1ST TOWER BLVD.DESHMORET E KOMBIT TIRANA, TIRANA, 1010",TIRANA,ALBANIA,Europe/Tirane
PL,PZUAPLP1XXX,BIC11,PZU ASSET MANAGEMET SA,"AL. JANA PAWLA II 24  WARSZAWA, MAZOWIECKIE, 00-133",WARSZAWA,POLAND,Europe/Warsaw
UY,RAFAUYM1XXX,BIC11,REPUBLICA A.F.A.P. S.A.,"18 DE JULIO 1883  MONTEVIDEO, MONTEVIDEO, 11200",MONTEVIDEO,URUGUAY,America/Montevideo
AW,RBTTAWAWXXX,BIC11,RBC ROYAL BANK (ARUBA) N.V. (FORMERLY RBTT BANK ARUBA N.V.),ITALIESTRAAT 36  - ORANJESTAD ORANJESTAD-WEST AND ORANJESTAD-EAST ,ORANJESTAD,ARUBA,America/Aruba
CL,REBCCLR1XXX,BIC11,REDBANC S.A,  ,SANTIAGO,CHILE,Pacific/Easter
PL,RHBHPLPWXXX,BIC11,MBANK HIPOTECZNY SA,"PROSTA 18  WARSZAWA, MAZOWIECKIE, 00-850",WARSZAWA,POLAND,Europe/Warsaw
LV,RIBRLV22XXX,BIC11,REGIONALA INVESTICIJU BANKA,"J. ALUNANA 2  RIGA, RIGA, LV-1010",RIGA,LATVIA,Europe/Riga
MT,RIFSMTM1XXX,BIC11,RIZZO FARRUGIA AND CO.(STOCKBROKERS) LIMITED,"FLOOR 3, AIRWAYS HOUSE HIGH STREET SLIEMA, SLIEMA, SLM 1549",SLIEMA,MALTA,Europe/Malta
LV,RIKOLV2XXXX,BIC11,LUMINOR BANK AS LATVIAN BRANCH,"SKANSTES STREET 12  RIGA, RIGA, LV-1013",RIGA,LATVIA,Europe/Riga
CL,RPLYCLRMXXX,BIC11,BANCO RIPLEY,  ,SANTIAGO,CHILE,Pacific/Easter
LV,RTMBLV2XXXX,BIC11,RIETUMU BANKA,"VESETAS STREET 7  RIGA, RIGA, LV-1013",RIGA,LATVIA,Europe/Riga
UY,RTSXUYM1XXX,BIC11,SISTEMA DE LIQUIDACION BRUTA EN TIEMPO REAL(LBTR),"DIAGONAL FABINI 777  MONTEVIDEO, MONTEVIDEO, 11100",MONTEVIDEO,URUGUAY,America/Montevideo
BG,RZBBBGSFXXX,BIC11,UNITED BULGARIAN BANK AD (FORMER KBC BANK BULGARIAEAD),"VITOSHA BLVD. 89B MILLENNIUM CENTER SOFIA, SOFIA, 1463",SOFIA,BULGARIA,Europe/Sofia
CL,SANMCLR1XXX,BIC11,SANTANDER INVESTMENT S.A. CORREDORES DE BOLSA,"BANDERA 140, FLOOR 16 LAS CONDES SANTIAGO, PROVINCIA DE SANTIAGO 8320000",SANTIAGO,CHILE,Pacific/Easter
PL,SBELPLP1XXX,BIC11,BANK SPOLDZIELCZY W BELCHATOWIE,"UL.PILSUDSKIEGO 14  BELCHATOW, LODZKIE, 97-400",BELCHATOW,POLAND,Europe/Warsaw
PL,SBLEPLP1XXX,BIC11,BRANIEWSKO - PASLECKI BANK SPOLDZIELCZY Z SIEDZIBAW PASLEKU,"ZACISZE 14/16  ELBLAG, WARMINSKO-MAZURSKIE, 82-300",ELBLAG,POLAND,Europe/Warsaw
PL,SCCUPLP1XXX,BIC11,SANTANDER SECURITIES S.A.,"FOCUS AL. ARMII LUDOWEJ 26 WARSZAWA, MAZOWIECKIE, 00-609",WARSZAWA,POLAND,Europe/Warsaw
CL,SECTCLR1850,BIC11,SAMSUNG ELECTRONICS CHILE LIMITADA (LTDA),"AVDA. AMERICO VESPUCIO SUR 100 OFICINA 102 LAS CONDES - SANTIAGO PROVINCIA DE SANTIAGO, 8320000",SANTIAGO,CHILE,Pacific/Easter
CL,SECTCLR1XXX,BIC11,SAMSUNG ELECTRONICS CHILE LIMITADA (LTDA),"AVDA. AMERICO VESPUCIO SUR 100 OFICINA 102 LAS CONDES - SANTIAGO PROVINCIA DE SANTIAGO, 8320000",SANTIAGO,CHILE,Pacific/Easter
LV,SECTLV21961,BIC11,SAMSUNG ELECTRONICS BALTICS,"FLOOR 6 DUNTES IELA 6 RIGA, RIGA, LV-1013",RIGA,LATVIA,Europe/Riga
LV,SECTLV21XXX,BIC11,SAMSUNG ELECTRONICS BALTICS,"FLOOR 6 DUNTES IELA 6 RIGA, RIGA, LV-1013",RIGA,LATVIA,Europe/Riga
PL,SECTPLP14D0,BIC11,SAMSUNG ELECTRONICS POLSKA SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,"BUDYNEK UBC SZTURMOWA 442-742, 2A WARSZAWA, MAZOWIECKIE, 02-678",WARSZAWA,POLAND,Europe/Warsaw
PL,SECTPLP14N1,BIC11,SAMSUNG ELECTRONICS POLSKA SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,"UL. MICKIEWICZA 52  WRONKI, WIELKOPOLSKIE, 64-510",WRONKI,POLAND,Europe/Warsaw
PL,SECTPLP1XXX,BIC11,SAMSUNG ELECTRONICS POLSKA SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,"BUDYNEK UBC SZTURMOWA 442-742, 2A WARSZAWA, MAZOWIECKIE, 02-678",WARSZAWA,POLAND,Europe/Warsaw
LV,SEFMLV21XXX,BIC11,SIA 'SEMFOPAY',"DZIRNAVU STREET 57A-4  RIGA, RIGA, LV-1010",RIGA,LATVIA,Europe/Riga
PL,SESNPLP1XXX,BIC11,SECUS ASSET MANAGEMENT SA,"MILLENIUM PLAZA SOWINSKIEGO 46 KATOWICE, SLASKIE, 40-018",KATOWICE,POLAND,Europe/Warsaw
MC,SEUAMCM1XXX,BIC11,SECURITAS,"ATHOS PALACE 2 RUE DE LA LUJERNETTA MONACO, MONACO, 98000",MONACO,MONACO,Europe/Monaco
MC,SGBTMCMCXXX,BIC11,SOCIETE GENERALE PRIVATE BANKING (MONACO),"IMMEUBLE LE REGINA 13-15 BOULEVARD DES MOULINS MONACO, MONACO, 98000",MONACO,MONACO,Europe/Monaco
AL,SGSBALTXXXX,BIC11,RAIFFEISEN BANK SH.A.,"RR 'DESHMORET E 4 SHKURTIT' 6  TIRANA, TIRANA, 1010",TIRANA,ALBANIA,Europe/Tirane
MC,SGTMMCM1XXX,BIC11,SOCIETE GENERALE PRIVATE BANKING (MONACO),"13-15 BOULEVARD DES MOULINS  MONACO, MONACO, 98000",MONACO,MONACO,Europe/Monaco
AL,SHQHALT1XXX,BIC11,POSTA SHQIPTARE SH.A.,"POSTAVE DREJTORIA E PERGJITHSHME E RR.'RESHIT COLLAKU' 4 TIRANA, TIRANA, 1005",TIRANA,ALBANIA,Europe/Tirane
PL,SKARPLP1XXX,BIC11,BANK SPOLDZIELCZY W SKARYSZEWIE,"UL.ZEROMSKIEGO 7A  SKARYSZEW, MAZOWIECKIE, 26-640",SKARYSZEW,POLAND,Europe/Warsaw
PL,SLIPPLP1XXX,BIC11,BANK SPOLDZIELCZY W LIPSKU,"SANDOMIERSKA 8  LIPSKO, MAZOWIECKIE, 27-300",LIPSKO,POLAND,Europe/Warsaw
MC,SMCTMCM1P02,BIC11,SOCIETE MARSEILLAISE DE CREDIT,"41 BD DES MOULINS  MONACO, MONACO, 98000",MONACO,MONACO,Europe/Monaco
MC,SMCTMCM1P04,BIC11,SOCIETE MARSEILLAISE DE CREDIT,"24 AV DE FONTVIEILLE  MONACO, MONACO, 98000",MONACO,MONACO,Europe/Monaco
MC,SMCTMCM1XXX,BIC11,SOCIETE MARSEILLAISE DE CREDIT,"45 RUE GRIMALDI  MONACO, MONACO, 98000",MONACO,MONACO,Europe/Monaco
MC,SOGEMCM1XXX,BIC11,SOCIETE GENERALE MONTE CARLO (MONACO),"PALAIS DE LA SCALA 16 AVENUE DE LA COSTA MONACO, MONACO, 98007",MONACO,MONACO,Europe/Monaco
PL,SOGEPLPWXXX,BIC11,SOCIETE GENERALE SPOLKA AKCYJNA ODDZIAL W POLSCE,"BUILDING B STUDIO OFFICE COMPLEX LUCKA STREET 9 WARSZAWA, MAZOWIECKIE, 00-842",WARSZAWA,POLAND,Europe/Warsaw
BG,SOMBBGSFXXX,BIC11,MUNICIPAL BANK AD,"VRABCHA STREET 6  SOFIA, SOFIA, 1000",SOFIA,BULGARIA,Europe/Sofia
PL,SOPBPLP1XXX,BIC11,BANK SPOLDZIELCZY TOWARZYSTWO OSZCZEDNOSCIOWO POZYCZKOWE PA CO BANK W PABIANICACH,"UL.PULASKIEGO 8  PABIANICE, LODZKIE, 95-200",PABIANICE,POLAND,Europe/Warsaw
PL,SPBNPLP1XXX,BIC11,BANK SPOLDZIELCZY W BRANSKU,"KOSCIUSZKI 2A  BRANSK, PODLASKIE, 17-120",BRANSK,POLAND,Europe/Warsaw
PL,SPBOPLP1XXX,BIC11,BANK SPOLDZIELCZY W BRODNICY,"KAMIONKA 27  - BRODNICA KUJAWSKO-POMORSKIE, 87-300 ",BRODNICA,POLAND,Europe/Warsaw
PL,SPCEPLP1XXX,BIC11,BANK SPOWDZIELCZY W CZERSKU,"UL. DR ZIELINSKIEGO 4  CZERSK, POMORSKIE, 89-650",CZERSK,POLAND,Europe/Warsaw
PL,SPCYPLP1XXX,BIC11,BANK SPOLDZIELCZY W CHYNOWIE,"CHYNOW 55 A  CHYNOW, POWIAT GROJECKI, 05-650",CHYNOW,POLAND,Europe/Warsaw
PL,SPDDPLP1XXX,BIC11,BANK SPOLDZIELCZY W KADZIDLE,"KURPIOWSKA 10  KADZIDLO, POWIAT OSTROLECKI, 07-420",KADZIDLO,POLAND,Europe/Warsaw
PL,SPERPLP1XXX,BIC11,BANK SPOLDZIELCZY W PRZEDBORZU,"MOSTOWA 31  PRZEDBORZ, LODZKIE, 97-570",PRZEDBORZ,POLAND,Europe/Warsaw
PL,SPGBPLP1XXX,BIC11,BANK SPOLDZIELCZY W GABINIE,"DOBRZYKOWSKA 1  GABIN, MAZOWIECKIE, 09-530",GABIN,POLAND,Europe/Warsaw
PL,SPGIPLP1XXX,BIC11,BANK SPOLDZIELCZY W GLINOJECKU,"UL.PLOCKA 14  GLINOJECK, MAZOWIECKIE, 06-450",GLINOJECK,POLAND,Europe/Warsaw
PL,SPHLPLP1XXX,BIC11,BANK SPOLDZIELCZY W HALINOWIE,"PILSUDSKIEGO 36  HALINOW, MAZOWIECKIE, 05-074",HALINOW,POLAND,Europe/Warsaw
PL,SPILPLP1XXX,BIC11,BANK SPOLDZIELCZY W ILOWIE,"UL. PLOCKA 4  ILOW, MAZOWIECKIE, 01-231",ILOW,POLAND,Europe/Warsaw
PL,SPJEPLP1XXX,BIC11,POLUDNIOWO-MAZOWIECKI BS W JEDLINSKU,"WARECKA  JEDLINSK, SLASKIE, 26-660",JEDLINSK,POLAND,Europe/Warsaw
PL,SPMLPLP1XXX,BIC11,BANK SPOLDZIELCZY W MALBORKU,"MARCA 17, 32  MALBORK, POMORSKIE, 82-200",MALBORK,POLAND,Europe/Warsaw
PL,SPMPPLP1XXX,BIC11,BANK SPOLDZIELCZY MAZOWSZE W PLOCKU,"UL.WARMINSKA 12  PLOCK, MAZOWIECKIE, 09-408",PLOCK,POLAND,Europe/Warsaw
PL,SPNIPLP1XXX,BIC11,BANK SPOLDZIELCZY W NASIELSKU,"UL.KOSCIUSZKI 19  NASIELSK, MAZOWIECKIE, 05-190",NASIELSK,POLAND,Europe/Warsaw
PL,SPOPPLP1XXX,BIC11,BANK SPOLDZIELCZY W OPOCZNIE,"PL.KOSCIUSZKI 3  OPOCZNO, LODZKIE, 26-300",OPOCZNO,POLAND,Europe/Warsaw
PL,SPPUPLP1XXX,BIC11,BANK SPOLDZIELCZY W PULTUSKU,"KOSCIUSZKI 1  PULTUSK, MAZOWIECKIE, 06-100",PULTUSK,POLAND,Europe/Warsaw
PL,SPTOPLP1XXX,BIC11,BANK SPOLDZIELCZY W TARNOBRZEGU,"UL. SOKOLA 12  TARNOBRZEG, TARNOBRZEG, 39-400",TARNOBRZEG,POLAND,Europe/Warsaw
PL,SPWCPLP1XXX,BIC11,BANK SPOLDZIELCZY W GLOWACZOWIE,"BANKOWA 1  GLOWACZOW, MAZOWIECKIE, 26-903",GLOWACZOW,POLAND,Europe/Warsaw
PL,SPWSPLP1XXX,BIC11,BANK SPOLDZIELCZY W WISKITKACH,"STRAZACKA 1  WISKITKI, MAZOWIECKIE, 96-315",WISKITKI,POLAND,Europe/Warsaw
PL,SPYYPLP1XXX,BIC11,KURPIOWSKI BANK SPOLDZIELCZY W MYSZYNCU,"PLAC WOLNOSCI 56  - MYSZYNIEC POWIAT OSTROLECKI, 07-430 ",MYSZYNIEC,POLAND,Europe/Warsaw
PL,SPZKPLP1XXX,BIC11,BANK SPOLDZIELCZY RZEMIOSLA W KRAKOWIE,"UL. DUNAJEWSKIEGO 7  KRAKOW, MALOPOLSKIE, 31-133",KRAKOW,POLAND,Europe/Warsaw
PL,SPZOPLP1XXX,BIC11,BANK SPOLDZIELCZY W ZWOLENIU,"ALEJA JANA PAWLA II 25  ZWOLEN, MAZOWIECKIE, 26-700",ZWOLEN,POLAND,Europe/Warsaw
PL,SPZUPLP1XXX,BIC11,BANK SPOLDZIELCZY W ZUROMINIE,"PLAC WOLNOSCI 3  ZUROMIN, MAZOWIECKIE, 09-300",ZUROMIN,POLAND,Europe/Warsaw
PL,SSTYPLP1XXX,BIC11,BANK SPOLDZIELCZY W STRYKOWIE,"WARSZAWSKA 29  STRYKOW, POWIAT ZGIERSKI, 95-010",STRYKOW,POLAND,Europe/Warsaw
AL,STANALTRXXX,BIC11,BANK OF ALBANIA,"SHESHI SKONDERBEJ 1  TIRANA, TIRANA, 1001",TIRANA,ALBANIA,Europe/Tirane
PL,STIIPLP1XXX,BIC11,BANK SPOLDZIELCZY W STAREJ BIALEJ,"BIALA 24  STARA BIALA, MAZOWIECKIE, 09-411",STARA BIALA,POLAND,Europe/Warsaw
BG,STSABGSFXXX,BIC11,DSK BANK (FORMERLY STATE SAVINGS BANK),"MOSKOVSKA STREET 19  SOFIA, SOFIA, 1040",SOFIA,BULGARIA,Europe/Sofia
BG,STSFBGS1XXX,BIC11,BULBROKERS,"CHERVENA STENA STR 1 FLOOR 2 OFFICE B-2, LOZENEC DISTRICT SOFIA, SOFIA, 1421",SOFIA,BULGARIA,Europe/Sofia
UY,SURIUYMMXXX,BIC11,BANQUE HERITAGE (URUGUAY) S.A.,"RINCON 530  MONTEVIDEO, MONTEVIDEO, 11000",MONTEVIDEO,URUGUAY,America/Montevideo
PL,SUSRPLP1XXX,BIC11,SUPREMA SECURITIES S.A.,"CENTRUM JASNA JASNA 14/16A WARSZAWA, MAZOWIECKIE, 00-041",WARSZAWA,POLAND,Europe/Warsaw
PL,SZLLPLP1XXX,BIC11,BANK SPOLDZIELCZY ZIEMI LECZYCKIEJ W LECZYCY,"M.KONOPNICKIEJ 12  LECZYCA, LODZKIE, 99-100",LECZYCA,POLAND,Europe/Warsaw
PL,SZTUPLP1XXX,BIC11,VIENNA LIFE TOWARZYSTWO UBEZPIECZEN NA ZYCIE S.A. VIENNA INSURANCE GROUP,"U.L. CYBERNETYKI 7  WARSZAWA, MAZOWIECKIE, 02-677",WARSZAWA,POLAND,Europe/Warsaw
PL,TBDMPLP1XXX,BIC11,X-TRADE BROKERS DOM MAKLERSKI SPOWKA AKCYJNA,"OGRODOWA STREET, CITY GATE 58, A FLOOR 12 WARSZAWA, MAZOWIECKIE, 00-786",WARSZAWA,POLAND,Europe/Warsaw
BG,TCZBBGSFXXX,BIC11,T.C. ZIRAAT BANKASI - SOFIA BRANCH,"TSAR SAMUIL STR. 87  SOFIA, SOFIA, 1000",SOFIA,BULGARIA,Europe/Sofia
CL,TEGECLR1XXX,BIC11,TESORERIA GENERAL DE LA REPUBLICA,  ,SANTIAGO,CHILE,Pacific/Easter
BG,TEXIBGSFXXX,BIC11,TEXIM BANK AD,"TODOR ALEXANDROV BLVD 117  SOFIA, SOFIA, 1303",SOFIA,BULGARIA,Europe/Sofia
MT,TGBAMTMTXXX,BIC11,"GARANTI BANK, MALTA BRANCH","STRAND TOWERS 36 THE STRAND SLIEMA, SLIEMA, SLM 1022",SLIEMA,MALTA,Europe/Malta
UY,TGENUYM1XXX,BIC11,MINISTERIO DE ECONOMIA Y FINANZAS,"COLONIA 1089  MONTEVIDEO, MONTEVIDEO, 11100",MONTEVIDEO,URUGUAY,America/Montevideo
AL,TIRBALTRXXX,BIC11,TIRANA BANK,"IBRAHIM RUGOVA STR  TIRANA, TIRANA, 1019",TIRANA,ALBANIA,Europe/Tirane
UY,TPFSUYM1XXX,BIC11,TPCG FINANCIAL SERVICES AGENTE DE VALORES S.A.,"RUTA 8 17500 EDIFICIO 1, OFICINA 007, ZONAMERICA MONTEVIDEO, MONTEVIDEO, 91600",MONTEVIDEO,URUGUAY,America/Montevideo
LV,TRELLV22XXX,BIC11,"TREASURY OF THE REPUBLIC OF LATVIA, THE","SMILSU STREET 1  RIGA, RIGA, LV-1919",RIGA,LATVIA,Europe/Riga
CL,TROBCLR1XXX,BIC11,CREDICORP CAPITAL ASSET MANAGEMENT S.A.ADMINISTRADORA GENERAL DE FONDO,"AV APOQUINDO 3721, FLOOR 16 TORRE LAS CONDES - SANTIAGO, PROVINCIA DE SANTIAGO, 8320000",SANTIAGO,CHILE,Pacific/Easter
UY,UAFAUYM1XXX,BIC11,UNION-CAPITAL A.F.A.P.S.A.,"SAN JOSE 1104  MONTEVIDEO, MONTEVIDEO, 11100",MONTEVIDEO,URUGUAY,America/Montevideo
BG,UBBSBGSFXXX,BIC11,UNITED BULGARIAN BANK AD,"VITOSHA BLVD 89B MILLENNIUM CENTER SOFIA, SOFIA, 1463",SOFIA,BULGARIA,Europe/Sofia
MC,UBSWMCMXXXX,BIC11,UBS (MONACO) S.A.,"BRETAGNE 2 AVENUE DE GRANDE MONACO, MONACO, 98007",MONACO,MONACO,Europe/Monaco
AL,UNALALTRXXX,BIC11,UNION BANK SH.A.,"FLOOR 13 BULVARDI ZOGU I, KATESH PERBALLE STACIONIT TE TRENIT TIRANA, TIRANA, 1016",TIRANA,ALBANIA,Europe/Tirane
BG,UNCRBGSF031,BIC11,UNICREDIT BULBANK AD,"MARIA LOUISA BLVD 2  SOFIA, SOFIA, 1558",SOFIA,BULGARIA,Europe/Sofia
BG,UNCRBGSF081,BIC11,UNICREDIT BULBANK AD,  ,VELIKO TARNOVO,BULGARIA,Europe/Sofia
BG,UNCRBGSF426,BIC11,UNICREDIT BULBANK AD,"MAKEDONIJA STREET 41  SOFIA, SOFIA, 1000",SOFIA,BULGARIA,Europe/Sofia
BG,UNCRBGSF720,BIC11,UNICREDIT BULBANK AD,"VAZRAZHDANE BOULEVRD 37  PLOVDIV, PLOVDIV, 4018",PLOVDIV,BULGARIA,Europe/Sofia
BG,UNCRBGSF733,BIC11,UNICREDIT BULBANK AD,"DR. PUSKIULEV STREET 1  VARNA, VARNA, 9000",VARNA,BULGARIA,Europe/Sofia
BG,UNCRBGSFXXX,BIC11,UNICREDIT BULBANK AD,"SVETA NEDELYA SQUARE 7  SOFIA, SOFIA, 1000",SOFIA,BULGARIA,Europe/Sofia
LV,UNLALV2XXXX,BIC11,SEB BANKA,"SEB FINANCE CENTER MEISTARU 1, VALDLAUCI, KEKAVAS PAG RIGA, RIGA, LV-1076",RIGA,LATVIA,Europe/Riga
PL,UPSAPLP1XXX,BIC11,PEKAO INVESTMENT BANKING S.A.,"WARSAW FINANCIAL CENTER EMILII PLATER 53 WARSZAWA, MAZOWIECKIE, 00-113",WARSZAWA,POLAND,Europe/Warsaw
AL,USALALTRXXX,BIC11,INTESA SANPAOLO BANK ALBANIA SH.A.,"RRUGA ISMAIL QEMALI 27  TIRANA, TIRANA, 1001",TIRANA,ALBANIA,Europe/Tirane
PL,USINPLP1XXX,BIC11,ARCELORMITTAL POLAND SPOLKA AKCYJNA,"UL. CHORZOWSKA 50  KATOWICE, SLASKIE, 40-121",KATOWICE,POLAND,Europe/Warsaw
MT,VAFMMTM1XXX,BIC11,BOV ASSET MANAGEMENT LIMITED,"FLOOR 6, THE MALL  FLORIANA, IL-FURJANA, FRN 1470",FLORIANA,MALTA,Europe/Malta
MT,VALLMTMTXXX,BIC11,BANK OF VALLETTA P.L.C.,"BOV CENTRE TRIQ IL-KANUN,, ZONE 4 CENTRAL BUSINESS DISTRICT - SANTA VENERA, SANTA VENERA, CBD 4060",SANTA VENERA,MALTA,Europe/Malta
UY,VARLUYM1XXX,BIC11,VARLIX S.A.,"MISIONES 1428  MONTEVIDEO, MONTEVIDEO, 11000",MONTEVIDEO,URUGUAY,America/Montevideo
MC,VENUMCMCXXX,BIC11,VENUS MANAGEMENT COMPANY S.A.M.,"VILLA BIJOU 19 AVENUE DE LA COSTA MONACO, MONACO, 98000",MONACO,MONACO,Europe/Monaco
MT,VOCBMTMTXXX,BIC11,NOVUM BANK LTD,"FLOOR 2, THE EMPORIUM C DE BROCKTORFF STREET MSIDA, MSIDA, MSD 1421",MSIDA,MALTA,Europe/Malta
PL,VOWAPLP1XXX,BIC11,VOLKSWAGEN BANK GMBH SP.Z O.O. ODDZIAL W POLSCE,"RONDO ONZ 1  WARSZAWA, MAZOWIECKIE, 00-124",WARSZAWA,POLAND,Europe/Warsaw
PL,WASWPLP1XXX,BIC11,BANK SPOLDZIELCZY W WASEWIE,"ZASTAWSKA 8  WASEWO, MAZOWIECKIE, 07-311",WASEWO,POLAND,Europe/Warsaw
PL,WBKPPLPPCBM,BIC11,SANTANDER BANK POLSKA S.A. (FORMERLY BANK ZACHODNI WBK S.A.),"PLAC WOLNOSCI 15  POZNAN, WIELKOPOLSKIE, 60-967",POZNAN,POLAND,Europe/Warsaw
PL,WBKPPLPPXXX,BIC11,SANTANDER BANK POLSKA S.A. (FORMERLY BANK ZACHODNI WBK S.A.),"AL. JANA PAWLA II 17  WARSZAWA, MAZOWIECKIE, 00-854",WARSZAWA,POLAND,Europe/Warsaw
PL,WCFSPLP1XXX,BIC11,WOOD AND COMPANY FINANCIAL SERVICES A.S. POLISH BRANCH,"BUDYNEK SKYLIGHT ZLOTE TARASY UL. ZLOTA 59 WARSZAWA, MAZOWIECKIE, 00-120",WARSZAWA,POLAND,Europe/Warsaw
BG,XBULBGS1XXX,BIC11,BULGARIAN STOCK EXCHANGE,"TRI USHI STREET 10 FLOOR 12 SOFIA, SOFIA, 1000",SOFIA,BULGARIA,Europe/Sofia
MT,XMALMTMTXXX,BIC11,MALTA STOCK EXCHANGE,"GARRISON CHAPEL CASTILE PLACE VALLETTA, VALLETTA, VLT 1063",VALLETTA,MALTA,Europe/Malta
UY,XMNTUYM1XXX,BIC11,BOLSA DE VALORES DE MONTEVIDEO S.A.,"MISIONES 1400  MONTEVIDEO, MONTEVIDEO, 11000",MONTEVIDEO,URUGUAY,America/Montevideo
LV,XRISLV21XXX,BIC11,AKCIJU SABIEDRIBA NASDAQ RIGA,"RIGA STOCK EXCHANGE DOMA LAUKUMS 6 RIGA, RIGA, LV-1885",RIGA,LATVIA,Europe/Riga
CL,XSGOCLR1XXX,BIC11,BOLSA DE SANTIAGO,  ,SANTIAGO,CHILE,Pacific/Easter
PL,XWARPLP1XXX,BIC11,GIELDA PAPIEROW WARTOSCIOWYCH W WARSZAWIE SPOLKA AKCYJNA,"NOWY SWIAT 6/12  WARSZAWA, MAZOWIECKIE, 00-400",WARSZAWA,POLAND,Europe/Warsaw
MT,ZETMMTM1XXX,BIC11,ZFP EQUITY TRADING (MALTA) LIMITED,"FLOOR 5, REGENT HOUSE 52 BISAZZA STREET SLIEMA, SLIEMA, SLM 1641",SLIEMA,MALTA,Europe/Malta
PL,ZIPIPLP1XXX,BIC11,BANK SPOLDZIELCZY ZIEMI PIOTRKOWSKIEJ,"MICKIEWICZA 1  - PIOTRKOW TRYBUNALSKI, LODZKIE, 97-300 ",PIOTRKOW TRYBUNALSKI,POLAND,Europe/Warsaw
PL,ZUSPPLP1XXX,BIC11,ZULAWSKI BANK SPOLDZIELCZY,"SIKORSKIEGO 52  - NOWY DWOR GDANSKI, POMORSKIE, 82-100 ",NOWY DWOR GDANSKI,POLAND,Europe/Warsaw
LV,LLBBLV2XXXX,BIC11,SIGNET BANK AS,"ANTONIJAS 3  RIGA, RIGA, LV-1010",RIGA,LATVIA,Europe/Riga
PL,PODSPLA1XXX,BIC11,PODKARPACKI BANK SPOLDZIELCZY,"MICKIEWICZA 7  SANOK, PODKARPACKIE, 38-500",SANOK,POLAND,Europe/Warsaw
MC,BACAMCMCXXX,BIC11,ANDBANC MONACO SAM,"1 AVENUE DES CITRONNIERS  MONACO, MONACO, 98000",MONACO,MONACO,Europe/Monaco
AW,BDCCAWAWXXX,BIC11,BANCO DI CARIBE (ARUBA) N.V,VONDELLAAN 31  - ORANJESTAD ORANJESTAD-WEST AND ORANJESTAD-EAST ,ORANJESTAD,ARUBA,America/Aruba
MT,FCMFMTMTXXX,BIC11,FCM BANK LIMITED,"SUITE 3, TOWER BUSINESS CENTRE TOWER STREET SWATAR, SWATAR, BKR 4013",SWATAR,MALTA,Europe/Malta
CL,GCBMCLR1XXX,BIC11,GBM CORREDORES DE BOLSA LIMITADA,  ,SANTIAGO,CHILE,Pacific/Easter
MC,HAVLMCMXBDF,BIC11,BANQUE HAVILLAND (MONACO) S.A.M.,"  MONACO, MONACO, 98000",MONACO,MONACO,Europe/Monaco
MC,HAVLMCMXXXX,BIC11,BANQUE HAVILLAND (MONACO) S.A.M.,"3-7 BOULEVARD DES MOULINS  MONACO, MONACO, 98000",MONACO,MONACO,Europe/Monaco
PL,KCCPPLPWXXX,BIC11,KDPW CCP,"KSIAZECA 4  WARSZAWA, MAZOWIECKIE, 00-498",WARSZAWA,POLAND,Europe/Warsaw
CL,MOCBCLR1XXX,BIC11,J.P. MORGAN CORREDORES DE BOLSA SPA,"MARIANO SANCHEZ FONTECILLA 310 BIRMANN - SANTIAGO, PROVINCIA DE SANTIAGO, 7550296",SANTIAGO,CHILE,Pacific/Easter
PL,NBPLPLPAXXX,BIC11,NARODOWY BANK POLSKI,"UL. SWIETOKRZYSKA 11/21  WARSZAWA, MAZOWIECKIE, 00-919",WARSZAWA,POLAND,Europe/Warsaw
LV,OKOYLV2XXXX,BIC11,OP CORPORATE BANK PLC LATVIA BRANCH,"MUITAS IELA 1  RIGA, RIGA, LV-1010",RIGA,LATVIA,Europe/Riga
MT,TGBPMTMTXXX,BIC11,CONVERA MALTA FINANCIAL LIMITED,"FLOOR 5, W BUSINESS CENTRE 1 TRIQ DUN KARM BIRKIRKARA, BIRKIRKARA, BKR 9033",BIRKIRKARA,MALTA,Europe/Malta
LV,TPROLV22XXX,BIC11,SIA TRANSACT PRO,"KR. VALDEMARA 62  RIGA, RIGA, LV-1013",RIGA,LATVIA,Europe/Riga
MT,TRTEMTM1XXX,BIC11,TRADEXEC (TEX) LIMITED,"VALLETTA BUILDINGS SOUTH STREET VALLETTA, VALLETTA, VLT 1103",VALLETTA,MALTA,Europe/Malta
UY,CBCUUYMDXXX,BIC11,BANCO CENTRAL DEL URUGUAY,"FABINI 777  MONTEVIDEO, MONTEVIDEO, 11000",MONTEVIDEO,URUGUAY,America/Montevideo
MT,HOCVMTM1XXX,BIC11,HOGG CAPITAL INVESTMENTS LIMITED,"REGENT HOUSE 33 BISAZZA STREET SLIEMA, SLIEMA, SLM 1641",SLIEMA,MALTA,Europe/Malta
